"","word","freq.all","freq.general"
"5714","uniformity",1,NA
"5715","upheavals",1,NA
"5716","wã¡s",1,NA
"5717","governor",1,1
"5718","relationships",1,1
"5719","replied",1,1
"5720","november",1,NA
"5721","abandon",1,NA
"5722","absolutely",1,NA
"5723","approve",1,NA
"5724","boldly",1,NA
"5725","businesses",1,NA
"5726","cachalia",1,NA
"5727","citizenship",1,NA
"5728","commerce",1,NA
"5729","comports",1,NA
"5730","comprise",1,NA
"5731","countrys",1,NA
"5732","cowed",1,NA
"5733","criminal",1,NA
"5734","democraticminded",1,NA
"5735","discriminated",1,NA
"5736","elizabeth",1,NA
"5737","endure",1,NA
"5738","expropriation",1,NA
"5739","fashion",1,NA
"5740","fat",1,NA
"5741","fceling",1,NA
"5742","fertile",1,NA
"5743","forestaste",1,NA
"5744","handicap",1,NA
"5745","humiliated",1,NA
"5746","humiliating",1,NA
"5747","illtreatment",1,NA
"5748","inhuman",1,NA
"5749","injustices",1,NA
"5750","insulted",1,NA
"5751","internationally",1,NA
"5752","killed",1,NA
"5753","kotane",1,NA
"5754","lawabiding",1,NA
"5755","liquor",1,NA
"5756","locations",1,NA
"5757","malanstrijdom",1,NA
"5758","minerals",1,NA
"5759","moses",1,NA
"5760","nonracial",1,NA
"5761","occupations",1,NA
"5762","overawed",1,NA
"5763","passively",1,NA
"5764","policeslavestate",1,NA
"5765","port",1,NA
"5766","prohibited",1,NA
"5767","restriction",1,NA
"5768","riots",1,NA
"5769","ruthlessly",1,NA
"5770","shameless",1,NA
"5771","shamelessly",1,NA
"5772","shocking",1,NA
"5773","silently",1,NA
"5774","socially",1,NA
"5775","starved",1,NA
"5776","stepmotherly",1,NA
"5777","straining",1,NA
"5778","sullen",1,NA
"5779","taxed",1,NA
"5780","thein",1,NA
"5781","theunited",1,NA
"5782","trades",1,NA
"5783","unhealthy",1,NA
"5784","unjust",1,NA
"5785","urban",1,NA
"5786","wages",1,NA
"5787","wellwatered",1,NA
"5788","worldinspiring",1,NA
"5789","worship",1,NA
"5790","wounded",1,NA
"5791","baguio",1,NA
"5792","churches",1,NA
"5793","covered",1,NA
"5794","formally",1,NA
"5795","multiplying",1,NA
"5796","nonparty",1,NA
"5797","occasions",1,NA
"5798","platforms",1,NA
"5799","section",1,NA
"5800","analyse",1,NA
"5801","appeciation",1,NA
"5802","attacking",1,NA
"5803","experiences",1,NA
"5804","fighters",1,NA
"5805","figthing",1,NA
"5806","file",1,NA
"5807","frozen",1,NA
"5808","hungary",1,NA
"5809","isa",1,NA
"5810","landforces",1,NA
"5811","launch",1,NA
"5812","leninmarxism",1,NA
"5813","meant",1,NA
"5814","mercy",1,NA
"5815","naive",1,NA
"5816","nationattendant",1,NA
"5817","needy",1,NA
"5818","replace",1,NA
"5819","restored",1,NA
"5820","sample",1,NA
"5821","shapes",1,NA
"5822","threefifths",1,NA
"5823","turbulent",1,NA
"5824","unexperienced",1,NA
"5825","upsets",1,NA
"5826","weltanschauung",1,NA
"5827","boast",1,NA
"5828","boasted",1,NA
"5829","creatures",1,NA
"5830","gods",1,NA
"5831","orders",1,NA
"5832","absurdly",1,NA
"5833","antiwerternism",1,NA
"5834","beat",1,NA
"5835","billed",1,NA
"5836","bogota",1,NA
"5837","bonded",1,NA
"5838","branding",1,NA
"5839","censored",1,NA
"5840","chat",1,NA
"5841","clearsighted",1,NA
"5842","collectivbottleneck",1,NA
"5843","concealing",1,NA
"5844","congresses",1,NA
"5845","creations",1,NA
"5846","defencive",1,NA
"5847","definable",1,NA
"5848","denuncations",1,NA
"5849","descend",1,NA
"5850","devour",1,NA
"5851","disorders",1,NA
"5852","distances",1,NA
"5853","drastically",1,NA
"5854","endangered",1,NA
"5855","failures",1,NA
"5856","fearing",1,NA
"5857","fences",1,NA
"5858","flower",1,NA
"5859","garden",1,NA
"5860","grudge",1,NA
"5861","harps",1,NA
"5862","inauspicious",1,NA
"5863","inchoate",1,NA
"5864","industrialization",1,NA
"5865","insufficient",1,NA
"5866","inveighing",1,NA
"5867","ironic",1,NA
"5868","ization",1,NA
"5869","kang",1,NA
"5870","kao",1,NA
"5871","kuo",1,NA
"5872","labelled",1,NA
"5873","lacking",1,NA
"5874","links",1,NA
"5875","loosen",1,NA
"5876","lowest",1,NA
"5877","machine",1,NA
"5878","mouthpiece",1,NA
"5879","noncommunistis",1,NA
"5880","noting",1,NA
"5881","oblique",1,NA
"5882","oblivious",1,NA
"5883","outmoded",1,NA
"5884","painting",1,NA
"5885","panamerican",1,NA
"5886","performer",1,NA
"5887","portugese",1,NA
"5888","propitiate",1,NA
"5889","purse",1,NA
"5890","rash",1,NA
"5891","rhetoric",1,NA
"5892","rift",1,NA
"5893","segregated",1,NA
"5894","sheer",1,NA
"5895","smiles",1,NA
"5896","staged",1,NA
"5897","strictures",1,NA
"5898","strings",1,NA
"5899","suit",1,NA
"5900","sympathizers",1,NA
"5901","traditionally",1,NA
"5902","unattached",1,NA
"5903","unlike",1,NA
"5904","vassal",1,NA
"5905","warmup",1,NA
"5906","welter",1,NA
"5907","yearning",1,NA
"5908","excellencys",1,1
"5909","prevails",1,1
"5910","administering",1,NA
"5911","arrests",1,NA
"5912","aspired",1,NA
"5913","burying",1,NA
"5914","cypriot",1,NA
"5915","demonstrations",1,NA
"5916","demonstrators",1,NA
"5917","easternmost",1,NA
"5918","firing",1,NA
"5919","flight",1,NA
"5920","fraught",1,NA
"5921","imprisonments",1,NA
"5922","inserted",1,NA
"5923","percent",1,NA
"5924","refuge",1,NA
"5925","treating",1,NA
"5926","unaltered",1,NA
"5927","unheeded",1,NA
"5928","unjustified",1,NA
"5929","bred",1,NA
"5930","charge",1,NA
"5931","educated",1,NA
"5932","immaturity",1,NA
"5933","manage",1,NA
"5934","moments",1,NA
"5935","tribulation",1,NA
"5936","universities",1,NA
"5937","venue",1,NA
"5938","blown",1,NA
"5939","bombardments",1,NA
"5940","calibre",1,NA
"5941","complementary",1,NA
"5942","containedan",1,NA
"5943","devoid",1,NA
"5944","exploded",1,NA
"5945","flow",1,NA
"5946","forever",1,NA
"5947","formulating",1,NA
"5948","gunpowder",1,NA
"5949","henceforward",1,NA
"5950","indication",1,NA
"5951","medan",1,NA
"5952","normalising",1,NA
"5953","patriot",1,NA
"5954","pewarta",1,NA
"5955","piles",1,NA
"5956","rapid",1,NA
"5957","refreshing",1,NA
"5958","ruins",1,NA
"5959","speechof",1,NA
"5960","sumatra",1,NA
"5961","supremacy",1,NA
"5962","surabaja",1,NA
"5963","undeniable",1,NA
"5964","addressed",1,NA
"5965","alternatively",1,NA
"5966","americaneuropean",1,NA
"5967","anticoloniallam",1,NA
"5968","appearing",1,NA
"5969","base",1,NA
"5970","bedevilled",1,NA
"5971","befell",1,NA
"5972","belleven",1,NA
"5973","birmingham",1,NA
"5974","bitterly",1,NA
"5975","bourgeois",1,NA
"5976","cable",1,NA
"5977","colonisers",1,NA
"5978","conjecture",1,NA
"5979","construct",1,NA
"5980","conte",1,NA
"5981","coup",1,NA
"5982","ders",1,NA
"5983","diminishes",1,NA
"5984","disliked",1,NA
"5985","dismissed",1,NA
"5986","dupes",1,NA
"5987","employ",1,NA
"5988","establishes",1,NA
"5989","fill",1,NA
"5990","gaiety",1,NA
"5991","gift",1,NA
"5992","gifts",1,NA
"5993","glasgow",1,NA
"5994","golden",1,NA
"5995","harness",1,NA
"5996","hints",1,NA
"5997","inte",1,NA
"5998","intensely",1,NA
"5999","islands",1,NA
"6000","lal",1,NA
"6001","lays",1,NA
"6002","mediator",1,NA
"6003","minishes",1,NA
"6004","misdeeds",1,NA
"6005","mouth",1,NA
"6006","naval",1,NA
"6007","nilly",1,NA
"6008","novelty",1,NA
"6009","obstruct",1,NA
"6010","offshore",1,NA
"6011","owes",1,NA
"6012","parley",1,NA
"6013","perform",1,NA
"6014","plot",1,NA
"6015","portant",1,NA
"6016","prophet",1,NA
"6017","reform",1,NA
"6018","relaxed",1,NA
"6019","reminiscent",1,NA
"6020","rub",1,NA
"6021","sensing",1,NA
"6022","shoul",1,NA
"6023","soil",1,NA
"6024","southeastasia",1,NA
"6025","split",1,NA
"6026","steer",1,NA
"6027","stemmed",1,NA
"6028","strangely",1,NA
"6029","straw",1,NA
"6030","subscribed",1,NA
"6031","tables",1,NA
"6032","tact",1,NA
"6033","theatre",1,NA
"6034","thedrum",1,NA
"6035","tinents",1,NA
"6036","tone",1,NA
"6037","troy",1,NA
"6038","vacuum",1,NA
"6039","warlike",1,NA
"6040","willy",1,NA
"6041","worked",1,NA
"6042","abandoning",1,NA
"6043","acknowledge",1,NA
"6044","agent",1,NA
"6045","allout",1,NA
"6046","anti",1,NA
"6047","antiwar",1,NA
"6048","applaud",1,NA
"6049","arenow",1,NA
"6050","aretougher",1,NA
"6051","ascribed",1,NA
"6052","asiaand",1,NA
"6053","bland",1,NA
"6054","bloe",1,NA
"6055","bolster",1,NA
"6056","branch",1,NA
"6057","bromides",1,NA
"6058","center",1,NA
"6059","collect",1,NA
"6060","commillion",1,NA
"6061","company",1,NA
"6062","consistent",1,NA
"6063","cordon",1,NA
"6064","court",1,NA
"6065","crop",1,NA
"6066","crouched",1,NA
"6067","customers",1,NA
"6068","denunciations",1,NA
"6069","dispels",1,NA
"6070","dividends",1,NA
"6071","doom",1,NA
"6072","doubled",1,NA
"6073","drift",1,NA
"6074","emphasising",1,NA
"6075","enslaved",1,NA
"6076","eventa",1,NA
"6077","fanfare",1,NA
"6078","fellowtravellers",1,NA
"6079","forcing",1,NA
"6080","fourth",1,NA
"6081","fraudulent",1,NA
"6082","greeted",1,NA
"6083","grent",1,NA
"6084","hail",1,NA
"6085","hankered",1,NA
"6086","heirs",1,NA
"6087","highlighted",1,NA
"6088","highminded",1,NA
"6089","historie",1,NA
"6090","hit",1,NA
"6091","humphrey",1,NA
"6092","ifthey",1,NA
"6093","implore",1,NA
"6094","int",1,NA
"6095","juicy",1,NA
"6096","kai",1,NA
"6097","lat",1,NA
"6098","laugh",1,NA
"6099","launched",1,NA
"6100","leypt",1,NA
"6101","liberality",1,NA
"6102","lighting",1,NA
"6103","lowly",1,NA
"6104","makers",1,NA
"6105","marshalled",1,NA
"6106","mistake",1,NA
"6107","monolithic",1,NA
"6108","movies",1,NA
"6109","neck",1,NA
"6110","nehruu",1,NA
"6111","niggling",1,NA
"6112","numay",1,NA
"6113","philippinesthailandor",1,NA
"6114","philosohical",1,NA
"6115","platitudes",1,NA
"6116","preening",1,NA
"6117","presume",1,NA
"6118","promises",1,NA
"6119","reassuring",1,NA
"6120","recognises",1,NA
"6121","remind",1,NA
"6122","renunciations",1,NA
"6123","resisting",1,NA
"6124","resurgent",1,NA
"6125","risk",1,NA
"6126","roughly",1,NA
"6127","sanity",1,NA
"6128","satellites",1,NA
"6129","scht",1,NA
"6130","screen",1,NA
"6131","scrutiny",1,NA
"6132","sell",1,NA
"6133","shek",1,NA
"6134","ship",1,NA
"6135","sleeper",1,NA
"6136","slim",1,NA
"6137","solo",1,NA
"6138","straightfaced",1,NA
"6139","talking",1,NA
"6140","troop",1,NA
"6141","vanity",1,NA
"6142","wain",1,NA
"6143","warns",1,NA
"6144","whittled",1,NA
"6145","wolves",1,NA
"6146","courageously",1,NA
"6147","facilitates",1,NA
"6148","junior",1,NA
"6149","partners",1,NA
"6150","pastukhov",1,NA
"6151","submissively",1,NA
"6152","unawares",1,NA
"6153","unbridjed",1,NA
"6154","usas",1,NA
"6155","adopts",1,NA
"6156","bares",1,NA
"6157","bars",1,NA
"6158","beginnings",1,NA
"6159","bridge",1,NA
"6160","builder",1,NA
"6161","demonstation",1,NA
"6162","directing",1,NA
"6163","dissonant",1,NA
"6164","douglas",1,NA
"6165","emery",1,NA
"6166","hotchpotch",1,NA
"6167","influenced",1,NA
"6168","melbourne",1,NA
"6169","milestones",1,NA
"6170","partys",1,NA
"6171","phases",1,NA
"6172","qualification",1,NA
"6173","register",1,NA
"6174","sidney",1,NA
"6175","stirrings",1,NA
"6176","subordinate",1,NA
"6177","treat",1,NA
"6178","wilkie",1,NA
"6179","acquiring",1,NA
"6180","acquisition",1,NA
"6181","aden",1,NA
"6182","advisory",1,NA
"6183","affirming",1,NA
"6184","allocation",1,NA
"6185","applauded",1,NA
"6186","arrange",1,NA
"6187","bank",1,NA
"6188","banks",1,NA
"6189","businessmen",1,NA
"6190","commodities",1,NA
"6191","companies",1,NA
"6192","constitutes",1,NA
"6193","cooperatian",1,NA
"6194","corportion",1,NA
"6195","correlative",1,NA
"6196","courageous",1,NA
"6197","detriment",1,NA
"6198","emphasized",1,NA
"6199","enjoyment",1,NA
"6200","enlarging",1,NA
"6201","equitable",1,NA
"6202","equity",1,NA
"6203","executive",1,NA
"6204","exerting",1,NA
"6205","falling",1,NA
"6206","finance",1,NA
"6207","fund",1,NA
"6208","granted",1,NA
"6209","greatreligions",1,NA
"6210","guard",1,NA
"6211","hampers",1,NA
"6212","ili",1,NA
"6213","impediment",1,NA
"6214","importing",1,NA
"6215","institutes",1,NA
"6216","insurance",1,NA
"6217","interrupted",1,NA
"6218","judicial",1,NA
"6219","keen",1,NA
"6220","liason",1,NA
"6221","ments",1,NA
"6222","nominated",1,NA
"6223","officers",1,NA
"6224","pakistani",1,NA
"6225","payments",1,NA
"6226","persisting",1,NA
"6227","pilot",1,NA
"6228","prices",1,NA
"6229","processing",1,NA
"6230","projects",1,NA
"6231","protectorates",1,NA
"6232","railway",1,NA
"6233","refraining",1,NA
"6234","relation",1,NA
"6235","remittance",1,NA
"6236","rivalry",1,NA
"6237","samples",1,NA
"6238","suppresses",1,NA
"6239","suspend",1,NA
"6240","sustain",1,NA
"6241","taxation",1,NA
"6242","thereafter",1,NA
"6243","trace",1,NA
"6244","trainces",1,NA
"6245","trainees",1,NA
"6246","universality",1,NA
"6247","unsettled",1,NA
"6248","acquaintance",1,1
"6249","admirably",1,1
"6250","angles",1,1
"6251","anyone",1,1
"6252","applying",1,1
"6253","chair",1,1
"6254","chairmen",1,1
"6255","convincingly",1,1
"6256","craves",1,1
"6257","deemed",1,1
"6258","discharge",1,1
"6259","drafting",1,1
"6260","estimate",1,1
"6261","flexibly",1,1
"6262","frame",1,1
"6263","friendships",1,1
"6264","fufil",1,1
"6265","gratifying",1,1
"6266","laurels",1,1
"6267","memorandum",1,1
"6268","minutes",1,1
"6269","preparing",1,1
"6270","smooth",1,1
"6271","worldtension",1,1
"6272","accommodation",1,1
"6273","adoption",1,1
"6274","aided",1,1
"6275","aprilmay",1,1
"6276","arrival",1,1
"6277","buildings",1,1
"6278","chinaindonesia",1,1
"6279","christened",1,1
"6280","comparisons",1,1
"6281","contradiction",1,1
"6282","decked",1,1
"6283","excitement",1,1
"6284","forcibly",1,1
"6285","friday",1,1
"6286","hectic",1,1
"6287","heed",1,1
"6288","intense",1,1
"6289","justification",1,1
"6290","lasted",1,1
"6291","lined",1,1
"6292","misreading",1,1
"6293","newlyelected",1,1
"6294","notable",1,1
"6295","partisan",1,1
"6296","pessimism",1,1
"6297","plenary",1,1
"6298","predicted",1,1
"6299","queries",1,1
"6300","reflection",1,1
"6301","remark",1,1
"6302","remarkably",1,1
"6303","reportedly",1,1
"6304","reporting",1,1
"6305","ridiculed",1,1
"6306","roads",1,1
"6307","satisfac",1,1
"6308","scepticism",1,1
"6309","shamed",1,1
"6310","stimulated",1,1
"6311","struck",1,1
"6312","tensible",1,1
"6313","transport",1,1
"6314","undisclosed",1,1
"6315","voting",1,1
"6316","walked",1,1
"6317","wellknownfive",1,1
"6318","relieve",1,1
"6319","adlai",1,NA
"6320","banning",1,NA
"6321","catastrophes",1,NA
"6322","colonised",1,NA
"6323","controversies",1,NA
"6324","coping",1,NA
"6325","depict",1,NA
"6326","hereditary",1,NA
"6327","languange",1,NA
"6328","nonetheless",1,NA
"6329","stevenson",1,NA
"6330","suara",1,NA
"6331","sung",1,NA
"6332","termed",1,NA
"6333","thien",1,NA
"6334","vein",1,NA
"6335","yit",1,NA
"6336","accretions",1,NA
"6337","allegiances",1,NA
"6338","anc",1,NA
"6339","antiamericanpresident",1,NA
"6340","antiwesternism",1,NA
"6341","cameron",1,NA
"6342","chronicle",1,NA
"6343","dependence",1,NA
"6344","distract",1,NA
"6345","exhilaration",1,NA
"6346","incalculably",1,NA
"6347","industrialised",1,NA
"6348","introductions",1,NA
"6349","iraqis",1,NA
"6350","james",1,NA
"6351","nonresistance",1,NA
"6352","overridden",1,NA
"6353","pakistanis",1,NA
"6354","remarking",1,NA
"6355","sce",1,NA
"6356","selfconsious",1,NA
"6357","shattered",1,NA
"6358","shifted",1,NA
"6359","sukarnos",1,NA
"6360","supertension",1,NA
"6361","sweating",1,NA
"6362","technically",1,NA
"6363","wonder",1,NA
"6364","anyones",1,NA
"6365","depart",1,NA
"6366","deserves",1,NA
"6367","impartiality",1,NA
"6368","presided",1,NA
"6369","adjustments",1,NA
"6370","appearance",1,NA
"6371","bidding",1,NA
"6372","charming",1,NA
"6373","cheers",1,NA
"6374","convenience",1,NA
"6375","draws",1,NA
"6376","earthshaking",1,NA
"6377","eloquent",1,NA
"6378","enumerate",1,NA
"6379","erudition",1,NA
"6380","excellence",1,NA
"6381","execution",1,NA
"6382","finish",1,NA
"6383","heartwarming",1,NA
"6384","impartial",1,NA
"6385","lavish",1,NA
"6386","lining",1,NA
"6387","magnitude",1,NA
"6388","net",1,NA
"6389","onerous",1,NA
"6390","perseverance",1,NA
"6391","planet",1,NA
"6392","recollection",1,NA
"6393","respond",1,NA
"6394","run",1,NA
"6395","safe",1,NA
"6396","shal",1,NA
"6397","size",1,NA
"6398","smiling",1,NA
"6399","smoothness",1,NA
"6400","statesmanlike",1,NA
"6401","tended",1,NA
"6402","theoretical",1,NA
"6403","tribute",1,NA
"6404","underlie",1,NA
"6405","waithayakon",1,NA
"6406","bon",1,NA
"6407","conducting",1,NA
"6408","frequent",1,NA
"6409","guaranteed",1,NA
"6410","journey",1,NA
"6411","liberating",1,NA
"6412","reflected",1,NA
"6413","shake",1,NA
"6414","voyage",1,NA
"6415","appreciative",1,NA
"6416","dissensions",1,NA
"6417","masterful",1,NA
"6418","preceded",1,NA
"6419","agents",1,NA
"6420","angle",1,NA
"6421","centre",1,NA
"6422","chariot",1,NA
"6423","conciously",1,NA
"6424","conferred",1,NA
"6425","copies",1,NA
"6426","draft",1,NA
"6427","equals",1,NA
"6428","fade",1,NA
"6429","faults",1,NA
"6430","focal",1,NA
"6431","habit",1,NA
"6432","horrible",1,NA
"6433","insignificance",1,NA
"6434","intelligentdirection",1,NA
"6435","irrepressible",1,NA
"6436","levelled",1,NA
"6437","nearer",1,NA
"6438","obey",1,NA
"6439","overboard",1,NA
"6440","overtook",1,NA
"6441","pales",1,NA
"6442","passion",1,NA
"6443","patently",1,NA
"6444","persuasions",1,NA
"6445","prejudices",1,NA
"6446","sayor",1,NA
"6447","selfreliance",1,NA
"6448","slaves",1,NA
"6449","submissive",1,NA
"6450","submissiveness",1,NA
"6451","tie",1,NA
"6452","toleration",1,NA
"6453","unconciously",1,NA
"6454","urges",1,NA
"6455","wheels",1,NA
"6456","whichever",1,NA
"6457","adapt",1,NA
"6458","avoidance",1,NA
"6459","battleground",1,NA
"6460","constructively",1,NA
"6461","cultivate",1,NA
"6462","detre",1,NA
"6463","doublenationality",1,NA
"6464","gioval",1,NA
"6465","harmonisation",1,NA
"6466","interpreting",1,NA
"6467","irresistable",1,NA
"6468","isay",1,NA
"6469","longstanding",1,NA
"6470","optimistic",1,NA
"6471","ourseives",1,NA
"6472","ourselvers",1,NA
"6473","passing",1,NA
"6474","precision",1,NA
"6475","registered",1,NA
"6476","reparations",1,NA
"6477","resulted",1,NA
"6478","resumed",1,NA
"6479","revoir",1,NA
"6480","supreme",1,NA
"6481","tributing",1,NA
"6482","wholehearted",1,NA
"6483","bright",1,NA
"6484","brightest",1,NA
"6485","cries",1,NA
"6486","deepest",1,NA
"6487","eagerto",1,NA
"6488","fantastic",1,NA
"6489","features",1,NA
"6490","fifteen",1,NA
"6491","frail",1,NA
"6492","gradual",1,NA
"6493","green",1,NA
"6494","hindered",1,NA
"6495","insisting",1,NA
"6496","magnificent",1,NA
"6497","morrows",1,NA
"6498","organizers",1,NA
"6499","page",1,NA
"6500","proclaiming",1,NA
"6501","quickest",1,NA
"6502","succesfully",1,NA
"6503","symbolizes",1,NA
"6504","tyranny",1,NA
"6505","underestimate",1,NA
"6506","aarafu",1,NA
"6507","akramakum",1,NA
"6508","aleemun",1,NA
"6509","alnaakum",1,NA
"6510","arabsof",1,NA
"6511","atqaakum",1,NA
"6512","ayuhannasu",1,NA
"6513","befriend",1,NA
"6514","broadened",1,NA
"6515","esteemed",1,NA
"6516","female",1,NA
"6517","fortified",1,NA
"6518","fortifies",1,NA
"6519","futile",1,NA
"6520","gabaila",1,NA
"6521","heartily",1,NA
"6522","indallahi",1,NA
"6523","initiating",1,NA
"6524","inna",1,NA
"6525","innaa",1,NA
"6526","innallaha",1,NA
"6527","khabeerun",1,NA
"6528","khalaknakum",1,NA
"6529","lita",1,NA
"6530","male",1,NA
"6531","philosophies",1,NA
"6532","shu",1,NA
"6533","subjugated",1,NA
"6534","thakarin",1,NA
"6535","thoroughness",1,NA
"6536","tribes",1,NA
"6537","uban",1,NA
"6538","untha",1,NA
"6539","amicably",1,NA
"6540","fellowship",1,NA
"6541","organising",1,NA
"6542","superb",1,NA
"6543","tender",1,NA
"6544","ushers",1,NA
"6545","continuous",1,NA
"6546","keenest",1,NA
"6547","lovely",1,NA
"6548","picturesque",1,NA
"6549","regulations",1,NA
"6550","agreeable",1,NA
"6551","closes",1,NA
"6552","regularised",1,NA
"6553","africas",1,NA
"6554","appreciakind",1,NA
"6555","concentrating",1,NA
"6556","empires",1,NA
"6557","fleets",1,NA
"6558","harbour",1,NA
"6559","illfeelings",1,NA
"6560","immaterial",1,NA
"6561","kings",1,NA
"6562","searching",1,NA
"6563","shri",1,NA
"6564","associates",1,NA
"6565","belonging",1,NA
"6566","burning",1,NA
"6567","counsels",1,NA
"6568","debt",1,NA
"6569","enriching",1,NA
"6570","inclusive",1,NA
"6571","involving",1,NA
"6572","observation",1,NA
"6573","overtake",1,NA
"6574","restitution",1,NA
"6575","topranking",1,NA
"6576","undertook",1,NA
"6577","valedictory",1,NA
"6578","ventured",1,NA
"6579","warn",1,NA
"6580","willbeing",1,NA
"6581","abstentions",1,NA
"6582","accident",1,NA
"6583","allowance",1,NA
"6584","amazingly",1,NA
"6585","book",1,NA
"6586","celebrated",1,NA
"6587","correspondents",1,NA
"6588","createnot",1,NA
"6589","defeated",1,NA
"6590","deferred",1,NA
"6591","demolish",1,NA
"6592","depth",1,NA
"6593","erratic",1,NA
"6594","fast",1,NA
"6595","filipino",1,NA
"6596","finely",1,NA
"6597","fulfilling",1,NA
"6598","gandhi",1,NA
"6599","heartbreak",1,NA
"6600","hurt",1,NA
"6601","lahat",1,NA
"6602","mahatma",1,NA
"6603","merefer",1,NA
"6604","misleading",1,NA
"6605","momentary",1,NA
"6606","paalam",1,NA
"6607","paralyzed",1,NA
"6608","petty",1,NA
"6609","pronouncement",1,NA
"6610","pulsebeat",1,NA
"6611","related",1,NA
"6612","returns",1,NA
"6613","sainyon",1,NA
"6614","station",1,NA
"6615","teachings",1,NA
"6616","vagaries",1,NA
"6617","vibrant",1,NA
"6618","vivalues",1,NA
"6619","conveyed",1,NA
"6620","disheartened",1,NA
"6621","estabish",1,NA
"6622","fervently",1,NA
"6623","focused",1,NA
"6624","intricate",1,NA
"6625","maiden",1,NA
"6626","motion",1,NA
"6627","pains",1,NA
"6628","passes",1,NA
"6629","polished",1,NA
"6630","speaker",1,NA
"6631","thesponsoring",1,NA
"6632","accredited",1,NA
"6633","amen",1,NA
"6634","assemble",1,NA
"6635","banners",1,NA
"6636","boldness",1,NA
"6637","breadth",1,NA
"6638","coincidence",1,NA
"6639","dispiriting",1,NA
"6640","dissented",1,NA
"6641","dissenting",1,NA
"6642","distress",1,NA
"6643","ditch",1,NA
"6644","egoism",1,NA
"6645","fellowbeings",1,NA
"6646","jails",1,NA
"6647","length",1,NA
"6648","messengers",1,NA
"6649","mix",1,NA
"6650","pool",1,NA
"6651","prophets",1,NA
"6652","recommends",1,NA
"6653","relentless",1,NA
"6654","saddening",1,NA
"6655","seated",1,NA
"6656","servant",1,NA
"6657","successors",1,NA
"6658","troughout",1,NA
"6659","unceasing",1,NA
"6660","unequivocation",1,NA
"6661","vestige",1,NA
"6662","additional",1,NA
"6663","attacked",1,NA
"6664","aversion",1,NA
"6665","brother",1,NA
"6666","classical",1,NA
"6667","confirmed",1,NA
"6668","continual",1,NA
"6669","conveying",1,NA
"6670","desirefor",1,NA
"6671","doctrines",1,NA
"6672","dwelt",1,NA
"6673","exented",1,NA
"6674","graciously",1,NA
"6675","linking",1,NA
"6676","pleased",1,NA
"6677","practiced",1,NA
"6678","rendered",1,NA
"6679","resound",1,NA
"6680","summing",1,NA
"6681","talents",1,NA
"6682","terminated",1,NA
"6683","turkish",1,NA
"6684","vastness",1,NA
"6685","connected",1,NA
"6686","consolidate",1,NA
"6687","consolidation",1,NA
"6688","demarcation",1,NA
"6689","ding",1,NA
"6690","extends",1,NA
"6691","grieved",1,NA
"6692","loyally",1,NA
"6693","manifested",1,NA
"6694","rely",1,NA
"6695","reunification",1,NA
"6696","sensed",1,NA
"6697","souls",1,NA
"6698","temporary",1,NA
"6699","understanconciliatory",1,NA
"6700","assisted",1,NA
"6701","comforted",1,NA
"6702","simplification",1,NA
"6703","soekarno",1,NA
"6704","temptation",1,NA
"6705","extensively",1,1
"6706","hatta",1,1
"6707","reaffirm",1,1
"6708","twoday",1,1
"6709","affirm",1,1
"6710","affixed",1,1
"6711","appointed",1,1
"6712","beingequally",1,1
"6713","beneficent",1,1
"6714","betcountries",1,1
"6715","brotherliness",1,1
"6716","communicated",1,1
"6717","consonance",1,1
"6718","constitutional",1,1
"6719","criminals",1,1
"6720","custom",1,1
"6721","duplicate",1,1
"6722","exemptions",1,1
"6723","extradition",1,1
"6724","failing",1,1
"6725","formutual",1,1
"6726","iii",1,1
"6727","immunities",1,1
"6728","kabul",1,1
"6729","merciful",1,1
"6730","perpetual",1,1
"6731","perpetuating",1,1
"6732","procedures",1,1
"6733","ratified",1,1
"6734","reserve",1,1
"6735","seals",1,1
"6736","stengthening",1,1
"6737","texts",1,1
"6738","thereto",1,1
"6739","valid",1,1
"6740","ween",1,1
"6741","belittled",1,NA
"6742","carthe",1,NA
"6743","conciliatory",1,NA
"6744","cynics",1,NA
"6745","drawback",1,NA
"6746","heartening",1,NA
"6747","initiators",1,NA
"6748","leitmotiv",1,NA
"6749","masterpiece",1,NA
"6750","motive",1,NA
"6751","occurred",1,NA
"6752","oppressors",1,NA
"6753","practicing",1,NA
"6754","ried",1,NA
"6755","selfdeterminationresolution",1,NA
"6756","sidelines",1,NA
"6757","stipulated",1,NA
"6758","suspension",1,NA
"6759","twothird",1,NA
"6760","unthinkable",1,NA
"6761","affiliations",1,NA
"6762","alis",1,NA
"6763","angloamerican",1,NA
"6764","animates",1,NA
"6765","arose",1,NA
"6766","attributed",1,NA
"6767","barbarism",1,NA
"6768","blocks",1,NA
"6769","bottom",1,NA
"6770","cambodian",1,NA
"6771","cemented",1,NA
"6772","classed",1,NA
"6773","consequent",1,NA
"6774","criticised",1,NA
"6775","cropped",1,NA
"6776","deploring",1,NA
"6777","destined",1,NA
"6778","difficulty",1,NA
"6779","display",1,NA
"6780","dã©legation",1,NA
"6781","equivocation",1,NA
"6782","exposing",1,NA
"6783","extraneous",1,NA
"6784","forging",1,NA
"6785","forgot",1,NA
"6786","forthright",1,NA
"6787","frances",1,NA
"6788","fullblooded",1,NA
"6789","functioning",1,NA
"6790","furnished",1,NA
